event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,market,selection,book,american_odds,selection_name,odds_api_event_id,odds_source,snapshot_fallback_used,last_snapshot_time
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rafa Garcia,Alexander Hernandez,3.0,0,by_decision,fighter_b,manual,,Alexander Hernandez,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,moneyline,fighter_a,fanduel,-135.0,Davey Grant,5651a6ddf566cba04945523e6a35b62b,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,moneyline,fighter_b,fanduel,115.0,Juan Martinetti,5651a6ddf566cba04945523e6a35b62b,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,inside_distance,fighter_a,manual,,Davey Grant,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,inside_distance,fighter_b,manual,,Juan Martinetti,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,by_decision,fighter_a,manual,,Davey Grant,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Davey Grant,Juan Martinetti,3.0,0,by_decision,fighter_b,manual,,Juan Martinetti,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,moneyline,fighter_a,fanduel,-185.0,Montel Jackson,2259acc08cdedd31fadfe5c7ecd499cd,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,moneyline,fighter_b,fanduel,160.0,Raoni Barcelos,2259acc08cdedd31fadfe5c7ecd499cd,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,inside_distance,fighter_a,manual,,Montel Jackson,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,inside_distance,fighter_b,manual,,Raoni Barcelos,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,by_decision,fighter_a,manual,,Montel Jackson,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Montel Jackson,Raoni Barcelos,3.0,0,by_decision,fighter_b,manual,,Raoni Barcelos,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,moneyline,fighter_a,fanduel,-135.0,Marcus Buchecha,3c6748aa1b40bddddf19f5deb5ee482b,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,moneyline,fighter_b,fanduel,115.0,Ryan Spann,3c6748aa1b40bddddf19f5deb5ee482b,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,inside_distance,fighter_a,manual,,Marcus Buchecha,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,inside_distance,fighter_b,manual,,Ryan Spann,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,by_decision,fighter_a,manual,,Marcus Buchecha,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Marcus Buchecha,Ryan Spann,3.0,0,by_decision,fighter_b,manual,,Ryan Spann,,missing,0,
