run_id,created_at,model_version,model_path,dataset_path,market,target,training_rows,positive_rate,in_sample_auc,in_sample_brier,feature_count,min_samples
20260514T030425Z,2026-05-14T03:04:25.831198+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T030425Z,2026-05-14T03:04:25.831269+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T030425Z,2026-05-14T03:04:25.831328+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T030425Z,2026-05-14T03:04:25.831379+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T030425Z,2026-05-14T03:04:25.831424+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T030425Z,2026-05-14T03:04:25.831464+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T030425Z,2026-05-14T03:04:25.831503+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T030425Z,2026-05-14T03:04:25.831544+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T030705Z,2026-05-14T03:07:05.927972+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T030705Z,2026-05-14T03:07:05.928137+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T030705Z,2026-05-14T03:07:05.928214+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T030705Z,2026-05-14T03:07:05.928270+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T030705Z,2026-05-14T03:07:05.928324+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T030705Z,2026-05-14T03:07:05.928374+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T030705Z,2026-05-14T03:07:05.928426+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T030705Z,2026-05-14T03:07:05.928478+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T030705Z,2026-05-14T03:07:05.928542+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T030705Z,2026-05-14T03:07:05.928584+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T031427Z,2026-05-14T03:14:27.392567+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T031427Z,2026-05-14T03:14:27.392740+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T031427Z,2026-05-14T03:14:27.392820+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T031427Z,2026-05-14T03:14:27.392879+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T031427Z,2026-05-14T03:14:27.392930+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T031427Z,2026-05-14T03:14:27.392981+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T031427Z,2026-05-14T03:14:27.393023+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T031427Z,2026-05-14T03:14:27.393062+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T031427Z,2026-05-14T03:14:27.393102+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T031427Z,2026-05-14T03:14:27.393143+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T031856Z,2026-05-14T03:18:56.568453+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.23742900195334904,29,400
20260514T031856Z,2026-05-14T03:18:56.568658+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.23742900195632788,29,400
20260514T031856Z,2026-05-14T03:18:56.568743+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.18730011762709167,29,400
20260514T031856Z,2026-05-14T03:18:56.568804+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.22997698504027617,0.6191216770569409,0.17174432661914713,29,400
20260514T031856Z,2026-05-14T03:18:56.568916+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.09677790563866513,0.6735404201085016,0.08521329712421238,29,400
20260514T031856Z,2026-05-14T03:18:56.569019+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.16300345224395857,0.6342363959162909,0.13213743526133073,29,400
20260514T031856Z,2026-05-14T03:18:56.569071+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.19355581127733026,0.6242225421668595,0.1515759615315013,29,400
20260514T031856Z,2026-05-14T03:18:56.569117+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.32600690448791714,0.611629409021857,0.2119357441840648,29,400
20260514T031856Z,2026-05-14T03:18:56.569159+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.22694928786064783,29,400
20260514T031856Z,2026-05-14T03:18:56.569203+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.14560589821588668,29,400
