run_id,created_at,model_version,model_path,dataset_path,market,target,training_rows,positive_rate,in_sample_auc,in_sample_brier,feature_count,min_samples
20260513T221021Z,2026-05-13T22:10:21.991762+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260513T221021Z,2026-05-13T22:10:21.991766+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260513T221505Z,2026-05-13T22:15:05.294459+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260513T221505Z,2026-05-13T22:15:05.294482+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260513T221505Z,2026-05-13T22:15:05.294493+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260513T221505Z,2026-05-13T22:15:05.294498+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260513T221505Z,2026-05-13T22:15:05.294503+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260513T221505Z,2026-05-13T22:15:05.294507+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260513T221505Z,2026-05-13T22:15:05.294511+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260513T221505Z,2026-05-13T22:15:05.294515+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260513T221505Z,2026-05-13T22:15:05.294518+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260513T221505Z,2026-05-13T22:15:05.294522+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T020015Z,2026-05-14T02:00:15.348599+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T020015Z,2026-05-14T02:00:15.348758+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T020015Z,2026-05-14T02:00:15.348822+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T020015Z,2026-05-14T02:00:15.348873+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T020015Z,2026-05-14T02:00:15.348917+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T020015Z,2026-05-14T02:00:15.348958+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T020015Z,2026-05-14T02:00:15.349003+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T020015Z,2026-05-14T02:00:15.349045+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T020015Z,2026-05-14T02:00:15.349087+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T020015Z,2026-05-14T02:00:15.349130+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T020802Z,2026-05-14T02:08:02.779577+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T020802Z,2026-05-14T02:08:02.779769+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T020802Z,2026-05-14T02:08:02.779852+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T020802Z,2026-05-14T02:08:02.779912+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T020802Z,2026-05-14T02:08:02.779960+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T020802Z,2026-05-14T02:08:02.780004+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T020802Z,2026-05-14T02:08:02.780048+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T020802Z,2026-05-14T02:08:02.780090+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T020802Z,2026-05-14T02:08:02.780132+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T020802Z,2026-05-14T02:08:02.780174+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T021237Z,2026-05-14T02:12:37.623056+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T021237Z,2026-05-14T02:12:37.623246+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T021237Z,2026-05-14T02:12:37.623321+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T021237Z,2026-05-14T02:12:37.623378+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T021237Z,2026-05-14T02:12:37.623458+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T021237Z,2026-05-14T02:12:37.623507+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T021237Z,2026-05-14T02:12:37.623556+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T021237Z,2026-05-14T02:12:37.623602+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T021237Z,2026-05-14T02:12:37.623650+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T021237Z,2026-05-14T02:12:37.623697+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T024450Z,2026-05-14T02:44:50.689838+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T024450Z,2026-05-14T02:44:50.690034+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T024450Z,2026-05-14T02:44:50.690110+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T024450Z,2026-05-14T02:44:50.690163+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T024450Z,2026-05-14T02:44:50.690209+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T024450Z,2026-05-14T02:44:50.690252+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T024450Z,2026-05-14T02:44:50.690294+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T024450Z,2026-05-14T02:44:50.690337+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T024450Z,2026-05-14T02:44:50.690378+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T024450Z,2026-05-14T02:44:50.690419+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T025021Z,2026-05-14T02:50:21.443934+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T025021Z,2026-05-14T02:50:21.444116+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T025021Z,2026-05-14T02:50:21.444189+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T025021Z,2026-05-14T02:50:21.444238+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T025021Z,2026-05-14T02:50:21.444295+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T025021Z,2026-05-14T02:50:21.444337+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T025021Z,2026-05-14T02:50:21.444378+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T025021Z,2026-05-14T02:50:21.444418+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T025021Z,2026-05-14T02:50:21.444457+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T025021Z,2026-05-14T02:50:21.444497+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T025428Z,2026-05-14T02:54:28.798362+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T025428Z,2026-05-14T02:54:28.798663+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T025428Z,2026-05-14T02:54:28.798775+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T025428Z,2026-05-14T02:54:28.798858+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T025428Z,2026-05-14T02:54:28.798935+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T025428Z,2026-05-14T02:54:28.799009+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T025428Z,2026-05-14T02:54:28.799082+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T025428Z,2026-05-14T02:54:28.799244+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T025428Z,2026-05-14T02:54:28.799526+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T025428Z,2026-05-14T02:54:28.799626+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T030020Z,2026-05-14T03:00:20.494141+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T030020Z,2026-05-14T03:00:20.494303+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
20260514T030020Z,2026-05-14T03:00:20.494379+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,inside_distance,inside_distance_target,17380,0.2611047180667434,0.6123040985159908,0.1873001176270916,29,400
20260514T030020Z,2026-05-14T03:00:20.494438+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,by_decision,by_decision_target,17380,0.2299769850402761,0.6191216770569409,0.1717443266191471,29,400
20260514T030020Z,2026-05-14T03:00:20.494490+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,submission,submission_target,17380,0.0967779056386651,0.6735404201085016,0.0852132971242123,29,400
20260514T030020Z,2026-05-14T03:00:20.494540+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,ko_tko,ko_tko_target,17380,0.1630034522439585,0.6342363959162909,0.1321374352613307,29,400
20260514T030020Z,2026-05-14T03:00:20.494591+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_submission,fight_ends_by_submission_target,17380,0.1935558112773302,0.6242225421668595,0.1515759615315013,29,400
20260514T030020Z,2026-05-14T03:00:20.494635+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_ends_by_ko_tko,fight_ends_by_ko_tko_target,17380,0.3260069044879171,0.611629409021857,0.2119357441840648,29,400
20260514T030020Z,2026-05-14T03:00:20.494676+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,takedown,takedown_1plus_target,17380,0.4543728423475259,0.6724794050725669,0.2269492878606478,29,400
20260514T030020Z,2026-05-14T03:00:20.494717+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,knockdown,knockdown_1plus_target,17380,0.1833716915995397,0.6206413242906614,0.1456058982158866,29,400
20260514T030425Z,2026-05-14T03:04:25.830780+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_goes_to_decision,fight_goes_to_decision_target,17380,0.4670886075949367,0.6236107659804538,0.237429001953349,29,400
20260514T030425Z,2026-05-14T03:04:25.831049+00:00,2,models\prop_outcome_model.pkl,data\prop_outcome_history.csv,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision_target,17380,0.5329113924050632,0.6236132663489922,0.2374290019563278,29,400
