event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,market,selection,book,american_odds,selection_name,odds_api_event_id,odds_source,snapshot_fallback_used,last_snapshot_time
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Ben Johnston,Wes Schultz,3.0,0,inside_distance,fighter_a,manual,,Ben Johnston,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Ben Johnston,Wes Schultz,3.0,0,inside_distance,fighter_b,manual,,Wes Schultz,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Ben Johnston,Wes Schultz,3.0,0,by_decision,fighter_a,manual,,Ben Johnston,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Ben Johnston,Wes Schultz,3.0,0,by_decision,fighter_b,manual,,Wes Schultz,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,moneyline,fighter_a,fanduel,-220.0,Jonathan Micallef,bdca2911eed89d98c9297b13557c5bf6,live_api,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,moneyline,fighter_b,fanduel,185.0,Themba Gorimbo,bdca2911eed89d98c9297b13557c5bf6,live_api,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,inside_distance,fighter_a,manual,,Jonathan Micallef,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,inside_distance,fighter_b,manual,,Themba Gorimbo,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,by_decision,fighter_a,manual,,Jonathan Micallef,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Jonathan Micallef,Themba Gorimbo,3.0,0,by_decision,fighter_b,manual,,Themba Gorimbo,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,moneyline,fighter_a,fanduel,137.0,Dom Mar Fan,14907f094f1e69182dca6b1f05475d7c,live_api,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,moneyline,fighter_b,fanduel,-157.0,Kody Steele,14907f094f1e69182dca6b1f05475d7c,live_api,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,inside_distance,fighter_a,manual,,Dom Mar Fan,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,inside_distance,fighter_b,manual,,Kody Steele,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,by_decision,fighter_a,manual,,Dom Mar Fan,,missing,0,
ufc-fn-2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,2026-05-02T07:00:00-04:00,Dom Mar Fan,Kody Steele,3.0,0,by_decision,fighter_b,manual,,Kody Steele,,missing,0,
