event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,market,selection,book,american_odds
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Khamzat Chimaev,Sean Strickland,5.0,1,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Khamzat Chimaev,Sean Strickland,5.0,1,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joshua Van,Tatsuro Taira,5.0,1,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joshua Van,Tatsuro Taira,5.0,1,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jan Blachowicz,Bogdan Guskov,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jan Blachowicz,Bogdan Guskov,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,moneyline,fighter_b,manual,
